date,league,home_team,away_team,home_odds,draw_odds,away_odds,source,home_form,away_form,home_wins,home_draws,home_losses,away_wins,away_draws,away_losses,home_possession,away_possession,home_shots,away_shots,over_under_2.5,btts_yes,btts_no
2025-04-20,Ligue 1,PSG,Marseille,1.99,2.17,2.35,SofaScore,W2D2L2,W3D1L0,2.0,2.0,2.0,3.0,1.0,0.0,,,,,,,
2025-04-20,Ligue 1,Lyon,Monaco,2.0,3.04,2.09,SofaScore,W1D0L0,W5D2L2,1.0,0.0,0.0,5.0,2.0,2.0,,,,,,,
2025-04-21,Premier League,Manchester City,Liverpool,3.61,2.46,2.41,SofaScore,W4D2L0,W1D2L2,4.0,2.0,0.0,1.0,2.0,2.0,,,,,,,
2025-04-21,Premier League,Chelsea,Arsenal,1.66,3.03,2.24,SofaScore,W3D2L0,W3D1L2,3.0,2.0,0.0,3.0,1.0,2.0,,,,,,,
2025-04-21,La Liga,Real Madrid,Barcelona,2.18,2.26,3.57,SofaScore,W3D1L0,W5D0L3,3.0,1.0,0.0,5.0,0.0,3.0,,,,,,,
2025-04-21,La Liga,Atletico Madrid,Sevilla,2.32,2.25,3.91,SofaScore,W4D1L3,W1D1L0,4.0,1.0,3.0,1.0,1.0,0.0,,,,,,,
2025-04-21,Serie A,Inter,Milan,2.76,3.15,1.94,SofaScore,W3D1L0,W5D0L2,3.0,1.0,0.0,5.0,0.0,2.0,,,,,,,
2025-04-21,Serie A,Juventus,Napoli,2.83,2.9,2.51,SofaScore,W3D0L3,W4D0L1,3.0,0.0,3.0,4.0,0.0,1.0,,,,,,,
2025-04-21,Bundesliga,Bayern Munich,Dortmund,1.83,4.29,2.38,SofaScore,W4D2L2,W5D1L2,4.0,2.0,2.0,5.0,1.0,2.0,,,,,,,
2025-04-21,Bundesliga,Leipzig,Leverkusen,2.0,3.75,1.64,SofaScore,W1D1L1,W4D1L1,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,
2025-04-21,Ligue 1,PSG,Marseille,3.48,4.61,1.93,SofaScore,W3D2L1,W1D0L2,3.0,2.0,1.0,1.0,0.0,2.0,,,,,,,
2025-04-21,Ligue 1,Lyon,Monaco,2.57,2.95,2.22,SofaScore,W4D0L1,W1D1L3,4.0,0.0,1.0,1.0,1.0,3.0,,,,,,,
2025-04-22,Premier League,Manchester City,Liverpool,3.6,2.31,2.68,SofaScore,W3D1L2,W4D0L2,3.0,1.0,2.0,4.0,0.0,2.0,,,,,,,
2025-04-22,Premier League,Chelsea,Arsenal,3.86,4.15,3.4,SofaScore,W5D2L0,W3D1L2,5.0,2.0,0.0,3.0,1.0,2.0,,,,,,,
2025-04-22,La Liga,Real Madrid,Barcelona,3.17,4.53,2.86,SofaScore,W1D1L1,W5D2L0,1.0,1.0,1.0,5.0,2.0,0.0,,,,,,,
2025-04-22,La Liga,Atletico Madrid,Sevilla,3.0,3.34,2.6,SofaScore,W5D2L2,W3D2L2,5.0,2.0,2.0,3.0,2.0,2.0,,,,,,,
2025-04-22,Serie A,Inter,Milan,3.36,4.2,3.27,SofaScore,W4D0L3,W3D0L0,4.0,0.0,3.0,3.0,0.0,0.0,,,,,,,
2025-04-22,Serie A,Juventus,Napoli,3.18,2.97,1.91,SofaScore,W2D1L3,W5D2L3,2.0,1.0,3.0,5.0,2.0,3.0,,,,,,,
2025-04-22,Bundesliga,Bayern Munich,Dortmund,3.99,3.9,2.08,SofaScore,W1D2L0,W1D0L3,1.0,2.0,0.0,1.0,0.0,3.0,,,,,,,
2025-04-22,Bundesliga,Leipzig,Leverkusen,3.71,4.07,3.42,SofaScore,W1D2L0,W2D1L3,1.0,2.0,0.0,2.0,1.0,3.0,,,,,,,
2025-04-22,Ligue 1,PSG,Marseille,2.07,4.19,1.91,SofaScore,W1D1L3,W3D0L1,1.0,1.0,3.0,3.0,0.0,1.0,,,,,,,
2025-04-22,Ligue 1,Lyon,Monaco,2.26,3.5,3.92,SofaScore,W1D1L2,W2D0L3,1.0,1.0,2.0,2.0,0.0,3.0,,,,,,,
2025-04-23,Premier League,Manchester City,Liverpool,1.92,2.54,3.63,SofaScore,W4D1L0,W1D2L2,4.0,1.0,0.0,1.0,2.0,2.0,,,,,,,
2025-04-23,Premier League,Chelsea,Arsenal,3.48,4.1,2.78,SofaScore,W3D2L1,W4D1L2,3.0,2.0,1.0,4.0,1.0,2.0,,,,,,,
2025-04-23,La Liga,Real Madrid,Barcelona,3.6,2.54,2.31,SofaScore,W5D1L1,W1D2L1,5.0,1.0,1.0,1.0,2.0,1.0,,,,,,,
2025-04-23,La Liga,Atletico Madrid,Sevilla,3.64,2.99,2.56,SofaScore,W3D1L0,W2D0L1,3.0,1.0,0.0,2.0,0.0,1.0,,,,,,,
2025-04-23,Serie A,Inter,Milan,2.34,2.87,2.82,SofaScore,W5D1L1,W4D1L1,5.0,1.0,1.0,4.0,1.0,1.0,,,,,,,
2025-04-23,Serie A,Juventus,Napoli,2.27,4.75,3.66,SofaScore,W5D2L3,W4D2L3,5.0,2.0,3.0,4.0,2.0,3.0,,,,,,,
2025-04-23,Bundesliga,Bayern Munich,Dortmund,3.03,3.89,2.55,SofaScore,W2D1L1,W1D0L2,2.0,1.0,1.0,1.0,0.0,2.0,,,,,,,
2025-04-23,Bundesliga,Leipzig,Leverkusen,3.91,2.46,3.34,SofaScore,W2D2L3,W1D1L1,2.0,2.0,3.0,1.0,1.0,1.0,,,,,,,
2025-04-23,Ligue 1,PSG,Marseille,3.79,2.91,2.24,SofaScore,W4D1L1,W1D2L2,4.0,1.0,1.0,1.0,2.0,2.0,,,,,,,
2025-04-23,Ligue 1,Lyon,Monaco,3.56,4.02,3.57,SofaScore,W5D1L3,W4D0L2,5.0,1.0,3.0,4.0,0.0,2.0,,,,,,,
2025-04-24,Premier League,Manchester City,Liverpool,2.46,4.06,2.39,SofaScore,W3D0L2,W1D2L1,3.0,0.0,2.0,1.0,2.0,1.0,,,,,,,
2025-04-24,Premier League,Chelsea,Arsenal,3.11,4.13,1.81,SofaScore,W2D1L3,W4D2L3,2.0,1.0,3.0,4.0,2.0,3.0,,,,,,,
2025-04-24,La Liga,Real Madrid,Barcelona,2.37,2.01,2.48,SofaScore,W4D2L0,W5D2L3,4.0,2.0,0.0,5.0,2.0,3.0,,,,,,,
2025-04-24,La Liga,Atletico Madrid,Sevilla,3.15,3.99,1.78,SofaScore,W3D0L1,W2D2L3,3.0,0.0,1.0,2.0,2.0,3.0,,,,,,,
2025-04-24,Serie A,Inter,Milan,3.71,3.87,1.74,SofaScore,W2D0L3,W3D1L2,2.0,0.0,3.0,3.0,1.0,2.0,,,,,,,
2025-04-24,Serie A,Juventus,Napoli,2.1,4.63,3.41,SofaScore,W4D1L1,W4D0L2,4.0,1.0,1.0,4.0,0.0,2.0,,,,,,,
2025-04-24,Bundesliga,Bayern Munich,Dortmund,3.59,3.46,3.44,SofaScore,W4D2L2,W3D2L2,4.0,2.0,2.0,3.0,2.0,2.0,,,,,,,
2025-04-24,Bundesliga,Leipzig,Leverkusen,2.99,4.06,1.5,SofaScore,W4D2L3,W4D2L3,4.0,2.0,3.0,4.0,2.0,3.0,,,,,,,
2025-04-24,Ligue 1,PSG,Marseille,1.58,2.26,1.9,SofaScore,W1D0L1,W2D0L2,1.0,0.0,1.0,2.0,0.0,2.0,,,,,,,
2025-04-24,Ligue 1,Lyon,Monaco,3.92,4.63,2.37,SofaScore,W3D2L3,W4D1L1,3.0,2.0,3.0,4.0,1.0,1.0,,,,,,,
2025-04-25,Premier League,Manchester City,Liverpool,2.32,4.13,3.5,SofaScore,W1D1L1,W5D0L1,1.0,1.0,1.0,5.0,0.0,1.0,,,,,,,
2025-04-25,Premier League,Chelsea,Arsenal,2.96,2.68,1.93,SofaScore,W2D1L0,W4D1L3,2.0,1.0,0.0,4.0,1.0,3.0,,,,,,,
2025-04-25,La Liga,Real Madrid,Barcelona,1.53,2.19,3.35,SofaScore,W5D1L0,W1D1L3,5.0,1.0,0.0,1.0,1.0,3.0,,,,,,,
2025-04-25,La Liga,Atletico Madrid,Sevilla,2.68,3.6,1.61,SofaScore,W4D0L0,W2D0L1,4.0,0.0,0.0,2.0,0.0,1.0,,,,,,,
2025-04-25,Serie A,Inter,Milan,2.48,3.38,3.5,SofaScore,W4D1L1,W1D0L2,4.0,1.0,1.0,1.0,0.0,2.0,,,,,,,
2025-04-25,Serie A,Juventus,Napoli,3.67,2.02,1.75,SofaScore,W4D1L0,W4D1L3,4.0,1.0,0.0,4.0,1.0,3.0,,,,,,,
2025-04-25,Bundesliga,Bayern Munich,Dortmund,1.87,3.7,2.16,SofaScore,W5D1L0,W1D1L0,5.0,1.0,0.0,1.0,1.0,0.0,,,,,,,
2025-04-25,Bundesliga,Leipzig,Leverkusen,3.56,3.32,1.67,SofaScore,W2D0L1,W3D1L2,2.0,0.0,1.0,3.0,1.0,2.0,,,,,,,
2025-04-25,Ligue 1,PSG,Marseille,1.67,4.86,3.23,SofaScore,W2D2L2,W1D1L1,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,
2025-04-25,Ligue 1,Lyon,Monaco,2.34,3.88,3.15,SofaScore,W1D2L0,W5D0L2,1.0,2.0,0.0,5.0,0.0,2.0,,,,,,,
2025-04-19,Eredivisie,Feyenoord,AZ Alkmaar,3.5,4.42,3.51,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Primeira Liga,Sporting CP,Guimaraes,2.01,4.28,2.12,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Premier League,Liverpool,Manchester City,2.9,3.29,2.02,FlashScore,,,,,,,,,,,,,,,
2025-04-25,Bundesliga,Bayern Munich,Dortmund,3.69,3.11,3.02,FlashScore,,,,,,,,,,,,,,,
2025-04-24,Serie A,Napoli,Roma,2.83,2.15,3.88,FlashScore,,,,,,,,,,,,,,,
2025-04-19,Eredivisie,Utrecht,Twente,3.92,2.04,2.3,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Eredivisie,Twente,AZ Alkmaar,2.71,2.15,3.58,FlashScore,,,,,,,,,,,,,,,
2025-04-21,Premier League,Manchester United,Arsenal,2.84,4.86,3.51,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Eredivisie,Twente,PSV,3.51,4.32,3.91,FlashScore,,,,,,,,,,,,,,,
2025-04-21,La Liga,Real Madrid,Sevilla,3.47,4.9,3.08,FlashScore,,,,,,,,,,,,,,,
2025-04-22,MLS,LA Galaxy,NYCFC,2.56,2.53,3.38,FlashScore,,,,,,,,,,,,,,,
2025-04-25,Primeira Liga,Porto,Vitoria,3.88,3.71,3.13,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Ligue 1,Rennes,Lille,3.13,3.93,2.96,FlashScore,,,,,,,,,,,,,,,
2025-04-25,Serie A,Juventus,Inter,1.86,4.37,3.73,FlashScore,,,,,,,,,,,,,,,
2025-04-25,MLS,Inter Miami,NYCFC,3.2,4.22,3.88,FlashScore,,,,,,,,,,,,,,,
2025-04-20,La Liga,Villarreal,Real Madrid,3.92,4.61,2.34,FlashScore,,,,,,,,,,,,,,,
2025-04-20,Scottish Premiership,Dundee United,Hibernian,2.82,3.72,3.09,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Scottish Premiership,Rangers,Hearts,1.92,4.31,1.61,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Championship,Burnley,Sheffield United,2.06,4.87,3.98,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Ligue 1,Lyon,Rennes,1.63,4.77,3.82,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Primeira Liga,Guimaraes,Vitoria,3.55,4.02,2.31,FlashScore,,,,,,,,,,,,,,,
2025-04-20,Serie A,Lazio,Juventus,3.32,3.56,3.52,FlashScore,,,,,,,,,,,,,,,
2025-04-24,Championship,Burnley,Watford,2.49,2.83,2.49,FlashScore,,,,,,,,,,,,,,,
2025-04-24,MLS,NYCFC,Seattle Sounders,2.88,4.89,3.14,FlashScore,,,,,,,,,,,,,,,
2025-04-22,MLS,LA Galaxy,Toronto FC,3.12,4.7,3.07,FlashScore,,,,,,,,,,,,,,,
2025-04-24,Serie A,Inter,Napoli,3.28,3.81,3.89,FlashScore,,,,,,,,,,,,,,,
2025-04-23,MLS,Atlanta United,Inter Miami,3.94,3.49,2.08,FlashScore,,,,,,,,,,,,,,,
2025-04-26,Primeira Liga,Porto,Sporting CP,1.78,4.59,2.24,FlashScore,,,,,,,,,,,,,,,
2025-04-21,Bundesliga,Wolfsburg,Frankfurt,2.68,4.09,3.56,FlashScore,,,,,,,,,,,,,,,
2025-04-26,MLS,Inter Miami,NYCFC,3.35,3.39,3.56,FlashScore,,,,,,,,,,,,,,,
2025-04-24,Bundesliga,Dortmund,Bayern Munich,3.23,4.35,1.86,FlashScore,,,,,,,,,,,,,,,
2025-04-21,Scottish Premiership,Rangers,Hibernian,3.19,2.25,3.32,FlashScore,,,,,,,,,,,,,,,
2025-04-20,Eredivisie,Utrecht,PSV,2.23,2.7,3.57,FlashScore,,,,,,,,,,,,,,,
2025-04-20,Scottish Premiership,Hearts,Hibernian,3.66,4.37,3.99,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Ligue 1,Lille,Marseille,2.08,2.38,2.75,FlashScore,,,,,,,,,,,,,,,
2025-04-23,Championship,Sheffield United,Norwich,1.62,4.22,2.3,FlashScore,,,,,,,,,,,,,,,
2025-04-26,Ligue 1,Lille,Monaco,2.87,2.52,2.52,FlashScore,,,,,,,,,,,,,,,
2025-04-25,Championship,Norwich,Sheffield United,1.76,3.48,3.77,FlashScore,,,,,,,,,,,,,,,
2025-04-22,MLS,Toronto FC,Inter Miami,1.58,4.58,2.4,FlashScore,,,,,,,,,,,,,,,
2025-04-22,Primeira Liga,Vitoria,Braga,3.5,3.49,2.99,FlashScore,,,,,,,,,,,,,,,
2025-04-26,Bundesliga,Dortmund,Frankfurt,3.65,4.1,1.7,FootyStats,W2D2L3,W2D2L1,2.0,2.0,3.0,2.0,2.0,1.0,0.48,0.44,7.0,16.0,,,
2025-04-26,Premier League,Chelsea,Manchester United,3.55,4.82,2.13,FootyStats,W5D2L1,W3D0L3,5.0,2.0,1.0,3.0,0.0,3.0,0.47,0.48,11.0,13.0,,,
2025-04-26,Premier League,Manchester City,Arsenal,2.24,4.18,3.05,FootyStats,W4D2L3,W4D0L3,4.0,2.0,3.0,4.0,0.0,3.0,0.42,0.54,19.0,19.0,,,
2025-04-22,Primeira Liga,Braga,Sporting CP,3.52,4.62,1.98,FootyStats,W5D0L2,W2D0L2,5.0,0.0,2.0,2.0,0.0,2.0,0.52,0.6,18.0,9.0,,,
2025-04-19,Championship,Norwich,Middlesbrough,1.61,4.2,2.27,FootyStats,W2D2L0,W2D1L1,2.0,2.0,0.0,2.0,1.0,1.0,0.5,0.6,15.0,14.0,,,
2025-04-23,Scottish Premiership,Dundee United,Rangers,2.67,2.5,2.46,FootyStats,W3D2L1,W4D0L2,3.0,2.0,1.0,4.0,0.0,2.0,0.59,0.45,18.0,13.0,,,
2025-04-26,MLS,LA Galaxy,NYCFC,3.58,3.85,2.5,FootyStats,W3D0L1,W1D1L0,3.0,0.0,1.0,1.0,1.0,0.0,0.47,0.59,14.0,7.0,,,
2025-04-21,Scottish Premiership,Aberdeen,Rangers,2.1,3.37,3.73,FootyStats,W1D0L0,W1D1L2,1.0,0.0,0.0,1.0,1.0,2.0,0.45,0.57,20.0,9.0,,,
2025-04-26,La Liga,Atletico Madrid,Villarreal,3.79,2.49,1.8,FootyStats,W3D2L0,W4D1L2,3.0,2.0,0.0,4.0,1.0,2.0,0.51,0.55,14.0,9.0,,,
2025-04-21,Premier League,Manchester United,Chelsea,3.83,2.16,3.5,FootyStats,W3D1L0,W5D1L3,3.0,1.0,0.0,5.0,1.0,3.0,0.44,0.44,7.0,17.0,,,
2025-04-20,Primeira Liga,Benfica,Porto,1.72,4.23,2.9,FootyStats,W5D2L3,W2D1L1,5.0,2.0,3.0,2.0,1.0,1.0,0.43,0.51,11.0,19.0,,,
2025-04-25,Premier League,Arsenal,Chelsea,3.74,2.21,2.2,FootyStats,W2D2L2,W3D1L0,2.0,2.0,2.0,3.0,1.0,0.0,0.42,0.41,11.0,17.0,,,
2025-04-21,Primeira Liga,Benfica,Vitoria,3.32,4.5,3.32,FootyStats,W2D0L3,W2D1L0,2.0,0.0,3.0,2.0,1.0,0.0,0.56,0.46,13.0,17.0,,,
2025-04-24,Premier League,Chelsea,Liverpool,1.72,4.94,2.23,FootyStats,W1D0L2,W4D1L1,1.0,0.0,2.0,4.0,1.0,1.0,0.57,0.47,9.0,6.0,,,
2025-04-22,Serie A,Roma,Inter,3.39,4.56,2.33,FootyStats,W2D1L2,W5D0L2,2.0,1.0,2.0,5.0,0.0,2.0,0.4,0.6,11.0,14.0,,,
2025-04-26,Eredivisie,AZ Alkmaar,Feyenoord,3.88,2.3,2.35,FootyStats,W2D0L3,W1D2L3,2.0,0.0,3.0,1.0,2.0,3.0,0.55,0.59,17.0,9.0,,,
2025-04-22,La Liga,Real Madrid,Atletico Madrid,3.99,4.05,2.34,FootyStats,W5D0L2,W1D2L2,5.0,0.0,2.0,1.0,2.0,2.0,0.45,0.57,16.0,19.0,,,
2025-04-25,Serie A,Milan,Juventus,3.8,4.73,2.54,FootyStats,W3D0L0,W5D1L2,3.0,0.0,0.0,5.0,1.0,2.0,0.51,0.45,9.0,18.0,,,
2025-04-25,Primeira Liga,Vitoria,Braga,2.91,4.07,1.52,FootyStats,W3D2L1,W5D1L1,3.0,2.0,1.0,5.0,1.0,1.0,0.44,0.41,16.0,11.0,,,
2025-04-26,Bundesliga,Frankfurt,Wolfsburg,1.92,4.01,2.97,FootyStats,W3D2L3,W5D0L0,3.0,2.0,3.0,5.0,0.0,0.0,0.51,0.57,13.0,7.0,,,
2025-04-20,Primeira Liga,Benfica,Porto,3.76,4.45,3.94,FootyStats,W5D2L2,W2D2L2,5.0,2.0,2.0,2.0,2.0,2.0,0.55,0.46,12.0,6.0,,,
2025-04-21,Serie A,Roma,Napoli,3.14,4.11,3.16,FootyStats,W3D1L0,W4D1L1,3.0,1.0,0.0,4.0,1.0,1.0,0.46,0.4,16.0,18.0,,,
2025-04-23,Serie A,Lazio,Milan,1.78,4.36,3.15,FootyStats,W2D1L1,W3D0L3,2.0,1.0,1.0,3.0,0.0,3.0,0.45,0.48,10.0,11.0,,,
2025-04-21,Primeira Liga,Benfica,Porto,2.17,4.54,3.58,FootyStats,W5D1L2,W1D0L2,5.0,1.0,2.0,1.0,0.0,2.0,0.43,0.46,14.0,16.0,,,
2025-04-21,Premier League,Chelsea,Manchester City,2.37,2.81,2.4,FootyStats,W5D1L0,W3D0L1,5.0,1.0,0.0,3.0,0.0,1.0,0.55,0.5,14.0,8.0,,,
2025-04-19,Eredivisie,Ajax,Twente,2.71,3.43,1.96,WhoScored,W4D0L2,W5D1L0,4.0,0.0,2.0,5.0,1.0,0.0,0.45,0.44,9.0,15.0,,,
2025-04-22,Primeira Liga,Braga,Porto,1.96,2.64,2.55,WhoScored,W4D2L0,W4D2L2,4.0,2.0,0.0,4.0,2.0,2.0,0.5,0.55,9.0,20.0,,,
2025-04-19,Scottish Premiership,Aberdeen,Hearts,1.55,3.37,3.03,WhoScored,W3D2L0,W4D2L3,3.0,2.0,0.0,4.0,2.0,3.0,0.46,0.48,9.0,19.0,,,
2025-04-25,Eredivisie,AZ Alkmaar,Feyenoord,3.68,2.1,3.8,WhoScored,W3D2L2,W4D1L3,3.0,2.0,2.0,4.0,1.0,3.0,0.42,0.56,5.0,6.0,,,
2025-04-24,Scottish Premiership,Hearts,Aberdeen,3.58,2.64,3.53,WhoScored,W5D0L3,W3D1L0,5.0,0.0,3.0,3.0,1.0,0.0,0.58,0.47,6.0,5.0,,,
2025-04-21,Bundesliga,Frankfurt,Leverkusen,3.37,3.17,3.85,WhoScored,W1D1L3,W5D2L2,1.0,1.0,3.0,5.0,2.0,2.0,0.45,0.54,13.0,18.0,,,
2025-04-19,Scottish Premiership,Celtic,Aberdeen,1.76,2.17,1.95,WhoScored,W4D1L3,W4D1L0,4.0,1.0,3.0,4.0,1.0,0.0,0.48,0.5,8.0,12.0,,,
2025-04-21,Serie A,Lazio,Roma,3.07,3.46,3.11,WhoScored,W5D2L2,W5D0L2,5.0,2.0,2.0,5.0,0.0,2.0,0.5,0.51,5.0,8.0,,,
2025-04-25,La Liga,Atletico Madrid,Real Sociedad,3.57,2.61,2.48,WhoScored,W2D0L0,W1D2L3,2.0,0.0,0.0,1.0,2.0,3.0,0.55,0.47,20.0,19.0,,,
2025-04-24,Ligue 1,Lille,Monaco,1.59,4.54,2.64,WhoScored,W4D1L0,W2D1L2,4.0,1.0,0.0,2.0,1.0,2.0,0.56,0.42,13.0,9.0,,,
2025-04-21,Bundesliga,Dortmund,Bayern Munich,2.08,3.32,1.68,WhoScored,W4D0L1,W5D1L2,4.0,0.0,1.0,5.0,1.0,2.0,0.42,0.57,15.0,13.0,,,
2025-04-26,Scottish Premiership,Hibernian,Celtic,3.87,3.5,2.95,WhoScored,W3D0L3,W2D1L0,3.0,0.0,3.0,2.0,1.0,0.0,0.59,0.52,5.0,5.0,,,
2025-04-25,Scottish Premiership,Dundee United,Hibernian,2.8,3.75,2.48,WhoScored,W3D1L2,W5D0L3,3.0,1.0,2.0,5.0,0.0,3.0,0.47,0.48,12.0,16.0,,,
2025-04-23,Premier League,Tottenham,Manchester United,3.73,4.31,2.74,WhoScored,W1D0L1,W3D2L2,1.0,0.0,1.0,3.0,2.0,2.0,0.42,0.52,6.0,7.0,,,
2025-04-24,Primeira Liga,Guimaraes,Sporting CP,2.39,4.07,1.65,WhoScored,W4D2L3,W4D2L2,4.0,2.0,3.0,4.0,2.0,2.0,0.52,0.43,16.0,10.0,,,
2025-04-19,La Liga,Sevilla,Real Madrid,2.28,4.59,3.84,WhoScored,W4D1L0,W1D2L0,4.0,1.0,0.0,1.0,2.0,0.0,0.4,0.59,19.0,12.0,,,
2025-04-23,La Liga,Barcelona,Villarreal,2.35,2.27,1.69,WhoScored,W5D1L3,W3D1L2,5.0,1.0,3.0,3.0,1.0,2.0,0.45,0.51,16.0,12.0,,,
2025-04-23,Premier League,Manchester City,Liverpool,3.36,4.93,1.89,WhoScored,W3D1L3,W5D0L3,3.0,1.0,3.0,5.0,0.0,3.0,0.57,0.57,10.0,11.0,,,
2025-04-20,Serie A,Napoli,Inter,2.98,3.53,1.54,WhoScored,W4D0L1,W3D0L2,4.0,0.0,1.0,3.0,0.0,2.0,0.54,0.53,18.0,6.0,,,
2025-04-20,La Liga,Real Madrid,Real Sociedad,3.8,4.47,3.64,WhoScored,W2D2L0,W2D1L2,2.0,2.0,0.0,2.0,1.0,2.0,0.44,0.53,17.0,15.0,,,
2025-04-24,Serie A,Lazio,Inter,2.26,4.82,3.7,WhoScored,W2D0L1,W2D0L3,2.0,0.0,1.0,2.0,0.0,3.0,0.59,0.45,15.0,16.0,,,
2025-04-22,Serie A,Milan,Napoli,3.01,4.5,3.94,WhoScored,W3D1L2,W2D2L3,3.0,1.0,2.0,2.0,2.0,3.0,0.44,0.42,14.0,20.0,,,
2025-04-22,Championship,Watford,Sheffield United,3.66,3.83,2.01,WhoScored,W4D0L0,W4D0L3,4.0,0.0,0.0,4.0,0.0,3.0,0.46,0.54,9.0,17.0,,,
2025-04-23,Championship,Burnley,West Brom,3.97,2.11,3.39,WhoScored,W1D1L0,W1D1L2,1.0,1.0,0.0,1.0,1.0,2.0,0.55,0.6,18.0,7.0,,,
2025-04-19,MLS,Toronto FC,Inter Miami,2.68,2.2,1.69,WhoScored,W4D2L2,W4D0L3,4.0,2.0,2.0,4.0,0.0,3.0,0.58,0.41,16.0,6.0,,,
2025-04-26,Eredivisie,AZ Alkmaar,Feyenoord,1.57,2.47,2.64,WhoScored,W1D2L2,W1D2L2,1.0,2.0,2.0,1.0,2.0,2.0,0.41,0.44,10.0,6.0,,,
2025-04-19,Eredivisie,Feyenoord,AZ Alkmaar,3.0,3.65,2.47,WhoScored,W1D1L2,W2D0L2,1.0,1.0,2.0,2.0,0.0,2.0,0.55,0.5,6.0,7.0,,,
2025-04-25,Primeira Liga,Braga,Vitoria,2.53,4.63,3.99,WhoScored,W4D0L2,W5D0L1,4.0,0.0,2.0,5.0,0.0,1.0,0.44,0.5,16.0,7.0,,,
