asian_handicap,away_form,away_odds,away_possession,away_shots,away_team,btts_no,btts_yes,date,draw_odds,home_form,home_odds,home_possession,home_shots,home_team,league,over_under_2.5,source,time
,W4D2L0,3.79,,,Barcelona,,,2025-04-23,4.22,W4D2L2,2.07,,,Real Madrid,La Liga,,SofaScore,21:00
,W5D1L0,2.91,,,Sevilla,,,2025-04-23,4.96,W4D0L3,3.41,,,Atletico Madrid,La Liga,,SofaScore,20:00
,W5D0L0,2.37,,,Milan,,,2025-04-23,3.35,W3D0L1,3.85,,,Inter,Serie A,,SofaScore,12:00
,W4D1L2,3.84,,,Napoli,,,2025-04-23,2.23,W3D1L0,2.27,,,Juventus,Serie A,,SofaScore,15:00
,W4D1L1,3.76,,,Dortmund,,,2025-04-23,3.28,W1D1L1,2.41,,,Bayern Munich,Bundesliga,,SofaScore,14:00
,W3D2L2,3.89,,,Leverkusen,,,2025-04-23,4.38,W4D0L2,1.81,,,Leipzig,Bundesliga,,SofaScore,14:00
,W3D1L2,1.98,,,Marseille,,,2025-04-23,2.96,W1D1L2,3.95,,,PSG,Ligue 1,,SofaScore,20:00
,W5D0L2,3.14,,,Monaco,,,2025-04-23,4.16,W3D2L0,2.19,,,Lyon,Ligue 1,,SofaScore,14:00
,W1D1L1,2.77,,,Liverpool,,,2025-04-24,2.94,W3D1L0,3.6,,,Manchester City,Premier League,,SofaScore,12:00
,W5D2L3,2.61,,,Arsenal,,,2025-04-24,4.38,W2D0L1,3.53,,,Chelsea,Premier League,,SofaScore,15:00
,W5D0L0,2.83,,,Barcelona,,,2025-04-24,4.28,W5D2L3,3.79,,,Real Madrid,La Liga,,SofaScore,19:00
,W1D2L3,2.72,,,Sevilla,,,2025-04-24,4.91,W5D1L2,2.76,,,Atletico Madrid,La Liga,,SofaScore,15:00
,W4D1L1,2.69,,,Milan,,,2025-04-24,3.39,W2D1L1,2.47,,,Inter,Serie A,,SofaScore,19:00
,W1D2L3,2.37,,,Napoli,,,2025-04-24,4.04,W4D1L1,3.2,,,Juventus,Serie A,,SofaScore,17:00
,W3D2L3,2.97,,,Dortmund,,,2025-04-24,2.94,W3D1L2,1.84,,,Bayern Munich,Bundesliga,,SofaScore,15:00
,W2D0L1,2.89,,,Leverkusen,,,2025-04-24,4.49,W1D0L1,2.93,,,Leipzig,Bundesliga,,SofaScore,20:00
,W3D1L3,1.93,,,Marseille,,,2025-04-24,4.48,W5D0L0,3.47,,,PSG,Ligue 1,,SofaScore,21:00
,W3D0L0,3.67,,,Monaco,,,2025-04-24,3.21,W5D2L1,2.51,,,Lyon,Ligue 1,,SofaScore,13:00
,W2D2L0,3.99,,,Liverpool,,,2025-04-25,3.04,W3D2L3,1.62,,,Manchester City,Premier League,,SofaScore,21:00
,W4D2L2,3.19,,,Arsenal,,,2025-04-25,2.88,W5D1L1,3.54,,,Chelsea,Premier League,,SofaScore,17:00
,W3D2L2,3.48,,,Barcelona,,,2025-04-25,2.93,W5D2L3,2.26,,,Real Madrid,La Liga,,SofaScore,19:00
,W2D2L0,2.95,,,Sevilla,,,2025-04-25,2.05,W4D1L2,1.95,,,Atletico Madrid,La Liga,,SofaScore,17:00
,W1D2L2,1.65,,,Milan,,,2025-04-25,2.82,W3D1L0,2.52,,,Inter,Serie A,,SofaScore,21:00
,W4D2L1,3.34,,,Napoli,,,2025-04-25,2.59,W2D2L0,3.59,,,Juventus,Serie A,,SofaScore,14:00
,W4D0L2,2.07,,,Dortmund,,,2025-04-25,3.11,W5D1L1,2.77,,,Bayern Munich,Bundesliga,,SofaScore,21:00
,W4D1L0,1.99,,,Leverkusen,,,2025-04-25,3.46,W3D2L2,2.65,,,Leipzig,Bundesliga,,SofaScore,16:00
,W1D1L1,3.29,,,Marseille,,,2025-04-25,4.42,W5D0L3,3.43,,,PSG,Ligue 1,,SofaScore,12:00
,W3D0L2,2.73,,,Monaco,,,2025-04-25,2.2,W3D2L1,1.96,,,Lyon,Ligue 1,,SofaScore,16:00
,,3.64,,,Roma,,,2025-04-25,2.03,,2.42,,,Lazio,Serie A,,FlashScore,15:00
,,1.65,,,Benfica,,,2025-04-25,3.75,,3.18,,,Braga,Primeira Liga,,FlashScore,19:00
,,2.76,,,Sporting CP,,,2025-04-20,3.75,,2.92,,,Benfica,Primeira Liga,,FlashScore,12:00
,,2.02,,,Lille,,,2025-04-21,2.92,,1.91,,,PSG,Ligue 1,,FlashScore,17:00
,,2.8,,,Seattle Sounders,,,2025-04-19,3.31,,2.83,,,LA Galaxy,MLS,,FlashScore,20:00
,,3.64,,,Sevilla,,,2025-04-20,4.45,,2.8,,,Real Madrid,La Liga,,FlashScore,21:00
,,2.15,,,Chelsea,,,2025-04-26,2.57,,2.15,,,Manchester City,Premier League,,FlashScore,21:00
,,2.87,,,Dundee United,,,2025-04-25,3.34,,1.81,,,Rangers,Scottish Premiership,,FlashScore,21:00
,,2.44,,,Inter Miami,,,2025-04-21,4.93,,3.19,,,LA Galaxy,MLS,,FlashScore,20:00
,,3.99,,,Vitoria,,,2025-04-20,4.1,,1.63,,,Braga,Primeira Liga,,FlashScore,13:00
,,3.17,,,Bayern Munich,,,2025-04-24,4.6,,2.33,,,Frankfurt,Bundesliga,,FlashScore,16:00
,,3.89,,,Wolfsburg,,,2025-04-20,4.91,,2.24,,,Leverkusen,Bundesliga,,FlashScore,12:00
,,2.6,,,Liverpool,,,2025-04-23,4.86,,1.95,,,Arsenal,Premier League,,FlashScore,14:00
,,2.16,,,Marseille,,,2025-04-25,3.25,,3.93,,,Lille,Ligue 1,,FlashScore,16:00
,,2.9,,,Lazio,,,2025-04-19,4.81,,3.99,,,Juventus,Serie A,,FlashScore,12:00
,,3.49,,,Atlanta United,,,2025-04-21,2.75,,3.95,,,Seattle Sounders,MLS,,FlashScore,20:00
,,1.74,,,Aberdeen,,,2025-04-20,3.42,,2.64,,,Dundee United,Scottish Premiership,,FlashScore,20:00
,,3.02,,,Atletico Madrid,,,2025-04-19,4.95,,3.17,,,Villarreal,La Liga,,FlashScore,17:00
,,1.51,,,Vitoria,,,2025-04-20,3.44,,2.52,,,Sporting CP,Primeira Liga,,FlashScore,18:00
,,2.16,,,Lazio,,,2025-04-24,2.44,,3.74,,,Juventus,Serie A,,FlashScore,18:00
,,3.94,,,Rennes,,,2025-04-24,4.74,,1.59,,,Lyon,Ligue 1,,FlashScore,17:00
,,2.85,,,Milan,,,2025-04-23,3.07,,3.54,,,Roma,Serie A,,FlashScore,17:00
,,3.88,,,Celtic,,,2025-04-25,3.12,,3.33,,,Hibernian,Scottish Premiership,,FlashScore,16:00
,,3.72,,,Dundee United,,,2025-04-22,2.5,,1.62,,,Hearts,Scottish Premiership,,FlashScore,17:00
,,2.3,,,Leipzig,,,2025-04-25,3.51,,1.87,,,Frankfurt,Bundesliga,,FlashScore,18:00
,,1.6,,,Real Sociedad,,,2025-04-19,2.1,,3.07,,,Barcelona,La Liga,,FlashScore,18:00
,,3.25,,,Lyon,,,2025-04-22,3.05,,3.36,,,Lille,Ligue 1,,FlashScore,21:00
,,2.12,,,Liverpool,,,2025-04-22,2.37,,3.87,,,Tottenham,Premier League,,FlashScore,14:00
,,2.56,,,Barcelona,,,2025-04-20,4.17,,2.56,,,Real Madrid,La Liga,,FlashScore,20:00
,,2.94,,,PSV,,,2025-04-26,4.27,,1.93,,,Feyenoord,Eredivisie,,FlashScore,17:00
,,3.94,,,Dortmund,,,2025-04-20,3.8,,3.31,,,Leipzig,Bundesliga,,FlashScore,13:00
,,2.07,,,West Brom,,,2025-04-26,4.9,,2.01,,,Middlesbrough,Championship,,FlashScore,18:00
,,3.86,,,Celtic,,,2025-04-24,3.21,,2.65,,,Hearts,Scottish Premiership,,FlashScore,14:00
,,3.82,,,Tottenham,,,2025-04-19,3.26,,2.06,,,Manchester United,Premier League,,FlashScore,15:00
,,3.57,,,Tottenham,,,2025-04-25,3.39,,2.27,,,Liverpool,Premier League,,FlashScore,13:00
,,3.54,,,Inter Miami,,,2025-04-19,2.11,,2.83,,,Toronto FC,MLS,,FlashScore,19:00
,,3.9,,,Celtic,,,2025-04-23,3.28,,2.3,,,Hearts,Scottish Premiership,,FlashScore,17:00
,,2.81,,,Guimaraes,,,2025-04-19,4.9,,2.75,,,Vitoria,Primeira Liga,,FlashScore,21:00
,,1.99,,,Leverkusen,,,2025-04-20,2.73,,2.69,,,Bayern Munich,Bundesliga,,FlashScore,12:00
,,2.87,,,Sheffield United,,,2025-04-20,4.63,,2.96,,,Watford,Championship,,FlashScore,21:00
,W1D1L2,3.73,60%,12,Porto,,,2025-04-19,3.05,W5D1L0,1.77,45%,8,Sporting CP,Primeira Liga,,FootyStats,14:00
,W4D1L1,3.53,56%,14,Arsenal,,,2025-04-19,3.23,W3D0L3,3.13,45%,13,Tottenham,Premier League,,FootyStats,17:00
,W4D2L2,2.51,43%,18,Manchester City,,,2025-04-22,4.71,W3D0L2,2.2,53%,18,Manchester United,Premier League,,FootyStats,21:00
,W5D1L3,2.14,55%,19,Lazio,,,2025-04-25,3.61,W2D1L3,2.17,41%,19,Milan,Serie A,,FootyStats,14:00
,W5D2L3,1.51,59%,9,Bayern Munich,,,2025-04-20,3.72,W3D0L1,3.96,50%,16,Frankfurt,Bundesliga,,FootyStats,20:00
,W1D0L3,3.57,58%,8,PSV,,,2025-04-25,3.48,W5D2L1,2.35,44%,8,Utrecht,Eredivisie,,FootyStats,19:00
,W1D1L3,1.89,50%,15,Inter Miami,,,2025-04-25,4.73,W2D2L0,3.48,58%,18,Seattle Sounders,MLS,,FootyStats,21:00
,W4D0L2,1.59,54%,5,Atletico Madrid,,,2025-04-25,4.8,W5D0L0,2.2,59%,9,Real Sociedad,La Liga,,FootyStats,18:00
,W3D0L2,3.97,48%,12,Bayern Munich,,,2025-04-24,2.97,W2D1L0,2.45,57%,18,Leipzig,Bundesliga,,FootyStats,12:00
,W2D0L2,3.24,45%,11,Braga,,,2025-04-21,3.44,W4D2L0,2.58,58%,5,Vitoria,Primeira Liga,,FootyStats,12:00
,W1D0L1,1.88,46%,9,Hibernian,,,2025-04-22,3.23,W1D0L2,2.3,46%,7,Celtic,Scottish Premiership,,FootyStats,16:00
,W2D0L2,3.17,54%,16,Juventus,,,2025-04-20,4.1,W4D1L0,3.7,49%,6,Roma,Serie A,,FootyStats,16:00
,W3D1L0,2.46,50%,19,Aberdeen,,,2025-04-24,4.04,W2D1L1,2.53,59%,16,Rangers,Scottish Premiership,,FootyStats,19:00
,W1D1L2,2.68,43%,18,Barcelona,,,2025-04-24,2.02,W1D1L0,1.51,57%,6,Atletico Madrid,La Liga,,FootyStats,12:00
,W3D0L2,3.72,54%,7,Ajax,,,2025-04-20,4.47,W5D0L3,1.96,60%,18,Feyenoord,Eredivisie,,FootyStats,14:00
,W4D0L0,2.23,59%,20,Atletico Madrid,,,2025-04-25,4.93,W2D0L0,3.64,52%,10,Barcelona,La Liga,,FootyStats,14:00
,W4D2L0,3.62,46%,10,Norwich,,,2025-04-21,3.25,W4D0L1,2.92,53%,17,Watford,Championship,,FootyStats,19:00
,W5D1L1,2.86,47%,6,Sporting CP,,,2025-04-25,3.82,W1D1L0,2.22,48%,12,Vitoria,Primeira Liga,,FootyStats,17:00
,W5D2L1,2.1,49%,5,Benfica,,,2025-04-26,3.91,W4D1L2,2.48,56%,15,Braga,Primeira Liga,,FootyStats,12:00
,W2D1L3,3.05,57%,19,AZ Alkmaar,,,2025-04-25,4.99,W4D2L0,2.52,58%,11,PSV,Eredivisie,,FootyStats,16:00
,W1D0L0,2.83,58%,19,AZ Alkmaar,,,2025-04-19,2.5,W3D0L2,2.38,45%,15,Twente,Eredivisie,,FootyStats,20:00
,W5D0L2,3.71,46%,11,Wolfsburg,,,2025-04-23,4.43,W2D1L0,3.2,52%,20,Dortmund,Bundesliga,,FootyStats,18:00
,W3D0L3,2.68,50%,5,Atletico Madrid,,,2025-04-20,2.49,W3D1L2,2.75,55%,17,Real Sociedad,La Liga,,FootyStats,13:00
,W3D1L3,3.43,44%,17,Rangers,,,2025-04-23,3.78,W4D1L3,3.38,52%,8,Hibernian,Scottish Premiership,,FootyStats,16:00
,W3D0L0,3.91,47%,5,Ajax,,,2025-04-19,2.54,W4D1L2,2.24,60%,17,Feyenoord,Eredivisie,,FootyStats,12:00
,W5D1L3,2.97,59%,19,Real Madrid,,,2025-04-22,4.39,W5D1L1,3.33,43%,17,Barcelona,La Liga,,WhoScored,13:00
,W1D0L2,3.8,44%,15,Roma,,,2025-04-23,4.52,W5D2L0,3.98,43%,12,Milan,Serie A,,WhoScored,12:00
,W1D0L1,2.6,52%,11,Atletico Madrid,,,2025-04-25,2.95,W2D2L2,2.47,46%,5,Sevilla,La Liga,,WhoScored,12:00
,W3D0L1,1.67,60%,14,PSV,,,2025-04-25,2.78,W5D0L0,3.21,49%,14,Utrecht,Eredivisie,,WhoScored,15:00
,W1D0L3,3.01,59%,5,Atletico Madrid,,,2025-04-26,3.49,W1D1L2,3.78,45%,19,Sevilla,La Liga,,WhoScored,16:00
,W4D1L3,2.78,60%,17,Inter Miami,,,2025-04-20,4.16,W2D1L0,3.71,50%,13,Toronto FC,MLS,,WhoScored,13:00
,W2D1L0,1.62,57%,7,Rangers,,,2025-04-26,2.15,W5D1L1,2.19,48%,15,Dundee United,Scottish Premiership,,WhoScored,14:00
,W4D0L2,2.17,50%,17,Vitoria,,,2025-04-23,4.4,W5D2L0,1.82,44%,17,Porto,Primeira Liga,,WhoScored,18:00
,W2D2L3,1.69,43%,16,Lazio,,,2025-04-24,3.97,W4D1L3,2.83,55%,15,Napoli,Serie A,,WhoScored,15:00
,W2D1L3,2.03,49%,20,Bayern Munich,,,2025-04-20,4.7,W5D0L1,3.43,59%,15,Leipzig,Bundesliga,,WhoScored,14:00
,W5D0L0,1.69,46%,8,Leipzig,,,2025-04-21,4.29,W2D2L3,3.42,56%,14,Wolfsburg,Bundesliga,,WhoScored,17:00
,W5D0L0,3.29,57%,20,Feyenoord,,,2025-04-20,4.85,W4D2L3,1.66,48%,7,Utrecht,Eredivisie,,WhoScored,21:00
,W2D2L1,1.58,60%,19,Real Madrid,,,2025-04-19,3.15,W4D2L2,2.28,58%,16,Sevilla,La Liga,,WhoScored,19:00
,W1D2L3,2.78,43%,10,Marseille,,,2025-04-22,4.17,W1D0L0,2.13,51%,15,Lille,Ligue 1,,WhoScored,21:00
,W2D2L0,3.33,51%,18,Lazio,,,2025-04-21,3.16,W4D0L0,3.4,51%,5,Milan,Serie A,,WhoScored,21:00
,W1D1L1,3.67,53%,19,West Brom,,,2025-04-19,3.68,W1D0L2,3.75,51%,7,Watford,Championship,,WhoScored,19:00
,W3D2L2,3.29,58%,16,Chelsea,,,2025-04-26,4.16,W2D0L1,2.83,46%,18,Tottenham,Premier League,,WhoScored,15:00
,W4D2L0,2.7,48%,14,Dortmund,,,2025-04-21,3.42,W5D0L3,3.53,41%,7,Frankfurt,Bundesliga,,WhoScored,12:00
,W2D2L1,2.77,42%,9,Norwich,,,2025-04-22,3.73,W1D1L3,1.84,41%,8,West Brom,Championship,,WhoScored,13:00
,W1D2L1,2.14,55%,14,Hibernian,,,2025-04-20,3.23,W3D1L3,1.97,60%,11,Hearts,Scottish Premiership,,WhoScored,19:00
,W2D1L3,3.5,50%,15,Manchester City,,,2025-04-22,2.08,W2D0L2,1.77,51%,6,Tottenham,Premier League,,WhoScored,20:00
,W1D1L2,2.79,41%,17,Bayern Munich,,,2025-04-22,4.45,W5D0L1,1.94,45%,9,Frankfurt,Bundesliga,,WhoScored,16:00
,W1D1L1,3.61,53%,20,Real Sociedad,,,2025-04-23,2.44,W4D2L2,1.98,59%,9,Barcelona,La Liga,,WhoScored,19:00
,W4D1L3,3.82,60%,19,Hearts,,,2025-04-19,3.63,W1D0L3,2.31,47%,15,Celtic,Scottish Premiership,,WhoScored,17:00
,W3D0L2,3.68,49%,7,Porto,,,2025-04-22,3.16,W5D1L0,2.71,55%,13,Guimaraes,Primeira Liga,,WhoScored,20:00
,W5D0L3,2.54,44%,13,Dundee United,,,2025-04-26,4.81,W4D1L3,3.13,44%,12,Rangers,Scottish Premiership,,WhoScored,15:00
,W5D1L2,1.76,45%,12,Atletico Madrid,,,2025-04-21,2.67,W3D1L3,2.68,52%,20,Real Madrid,La Liga,,WhoScored,19:00
,W5D1L0,1.57,54%,12,Benfica,,,2025-04-25,4.16,W5D2L1,2.07,49%,7,Braga,Primeira Liga,,WhoScored,16:00
,W4D0L0,3.57,44%,13,Inter,,,2025-04-19,3.75,W4D1L3,3.9,42%,11,Milan,Serie A,,WhoScored,20:00
,W3D1L2,2.77,55%,7,Hibernian,,,2025-04-21,3.91,W1D0L2,3.83,43%,11,Aberdeen,Scottish Premiership,,WhoScored,21:00
-1.0,,3.13,,,Inter,1.97,1.84,2025-04-19,3.59,,3.87,,,Roma,Serie A,1.56,OddsPortal,16:00
-1.5,,3.18,,,Frankfurt,2.39,1.94,2025-04-23,4.03,,2.19,,,Dortmund,Bundesliga,2.33,OddsPortal,15:00
+2.0,,3.35,,,Milan,2.05,1.61,2025-04-19,2.31,,2.1,,,Napoli,Serie A,1.52,OddsPortal,17:00
+1.0,,2.81,,,AZ Alkmaar,2.17,2.13,2025-04-23,3.27,,2.63,,,Ajax,Eredivisie,1.93,OddsPortal,20:00
-1.0,,3.54,,,Real Madrid,2.36,1.67,2025-04-22,3.74,,3.81,,,Barcelona,La Liga,2.1,OddsPortal,18:00
-1.0,,3.03,,,Bayern Munich,2.17,1.79,2025-04-23,2.87,,3.08,,,Dortmund,Bundesliga,2.27,OddsPortal,20:00
+1.0,,3.73,,,Inter Miami,2.1,2.04,2025-04-20,4.58,,3.35,,,LA Galaxy,MLS,1.83,OddsPortal,15:00
-0.5,,1.66,,,Real Sociedad,2.26,1.84,2025-04-22,3.18,,2.21,,,Barcelona,La Liga,1.59,OddsPortal,21:00
-0.5,,3.2,,,Seattle Sounders,1.95,2.12,2025-04-19,3.32,,3.37,,,LA Galaxy,MLS,1.55,OddsPortal,20:00
-2.0,,2.01,,,Sheffield United,2.32,2.07,2025-04-22,4.97,,2.65,,,Norwich,Championship,2.47,OddsPortal,18:00
-1.5,,1.92,,,Atlanta United,2.4,2.05,2025-04-25,3.31,,1.78,,,NYCFC,MLS,2.31,OddsPortal,14:00
+1.5,,1.58,,,PSG,2.1,1.73,2025-04-26,2.48,,2.63,,,Lyon,Ligue 1,2.01,OddsPortal,21:00
+2.0,,2.08,,,Braga,2.14,1.59,2025-04-21,4.36,,3.87,,,Benfica,Primeira Liga,2.38,OddsPortal,21:00
+0.5,,3.99,,,Ajax,2.43,1.76,2025-04-21,2.26,,3.75,,,PSV,Eredivisie,2.18,OddsPortal,18:00
+2.0,,2.04,,,Inter,2.07,1.8,2025-04-22,3.56,,3.33,,,Napoli,Serie A,1.51,OddsPortal,21:00
+2.0,,2.52,,,Juventus,2.01,1.59,2025-04-25,2.77,,2.91,,,Napoli,Serie A,1.98,OddsPortal,21:00
+2.0,,3.22,,,Leipzig,2.32,1.62,2025-04-24,4.91,,1.89,,,Wolfsburg,Bundesliga,2.07,OddsPortal,21:00
-1.5,,1.79,,,Milan,2.14,2.2,2025-04-24,4.25,,3.37,,,Roma,Serie A,1.7,OddsPortal,19:00
+2.0,,2.91,,,Sheffield United,1.78,1.96,2025-04-22,4.72,,2.79,,,Norwich,Championship,2.07,OddsPortal,18:00
+2.0,,3.58,,,Bayern Munich,2.4,2.01,2025-04-22,4.47,,1.61,,,Frankfurt,Bundesliga,2.4,OddsPortal,19:00
+1.5,,3.83,,,Tottenham,1.89,1.51,2025-04-19,2.05,,3.44,,,Manchester City,Premier League,1.64,OddsPortal,21:00
+1.5,,1.85,,,NYCFC,2.35,1.71,2025-04-20,3.08,,2.54,,,Toronto FC,MLS,2.26,OddsPortal,21:00
-1.5,,3.3,,,Burnley,1.9,1.54,2025-04-22,2.02,,2.68,,,Watford,Championship,1.57,OddsPortal,15:00
+0.5,,1.56,,,Guimaraes,2.03,1.61,2025-04-20,2.45,,2.69,,,Sporting CP,Primeira Liga,2.44,OddsPortal,18:00
-1.0,,2.55,,,Leipzig,1.91,1.84,2025-04-21,2.0,,1.68,,,Wolfsburg,Bundesliga,2.2,OddsPortal,20:00
-1.0,,2.19,,,Monaco,2.18,1.61,2025-04-20,3.93,,2.3,,,Rennes,Ligue 1,1.92,OddsPortal,16:00
-2.0,,3.25,,,Milan,2.15,2.0,2025-04-22,2.92,,2.08,,,Napoli,Serie A,1.79,OddsPortal,21:00
+1.5,,1.73,,,Dortmund,2.07,1.54,2025-04-25,3.97,,2.52,,,Leipzig,Bundesliga,2.44,OddsPortal,21:00
+2.0,,2.17,,,Marseille,1.81,1.58,2025-04-23,2.93,,3.65,,,Lyon,Ligue 1,1.96,OddsPortal,21:00
+2.0,,2.52,,,Juventus,1.73,2.16,2025-04-23,4.95,,3.17,,,Milan,Serie A,2.4,OddsPortal,21:00
-1.0,,3.97,,,Roma,2.21,1.54,2025-04-26,3.87,,3.36,,,Inter,Serie A,1.89,OddsPortal,20:00
-0.5,,1.51,,,Norwich,2.35,2.0,2025-04-23,3.73,,2.99,,,Burnley,Championship,1.97,OddsPortal,16:00
-1.5,,3.79,,,Burnley,2.48,2.13,2025-04-21,4.24,,3.73,,,Sheffield United,Championship,1.51,OddsPortal,19:00
-1.0,,2.36,,,Watford,2.26,1.89,2025-04-23,4.76,,3.88,,,West Brom,Championship,1.8,OddsPortal,17:00
+0.5,,1.99,,,Braga,2.06,1.82,2025-04-19,2.84,,3.86,,,Porto,Primeira Liga,2.12,OddsPortal,19:00
,,2.1,,,Braga,,,2025-04-24,3.57,,2.49,,,Sporting CP,Primeira Liga,,FCTables,12:00
,,2.72,,,Feyenoord,,,2025-04-25,2.49,,1.68,,,PSV,Eredivisie,,FCTables,12:00
