asian_handicap,away_form,away_odds,away_possession,away_shots,away_team,btts_no,btts_yes,date,draw_odds,home_form,home_odds,home_possession,home_shots,home_team,league,over_under_2.5,source,time
,W2D0L0,3.77,,,Sevilla,,,2025-04-20,2.42,W2D1L0,3.88,,,Atletico Madrid,La Liga,,SofaScore,13:00
,W1D0L1,2.18,,,Milan,,,2025-04-20,2.2,W4D0L1,1.71,,,Inter,Serie A,,SofaScore,16:00
,W2D0L0,3.18,,,Napoli,,,2025-04-20,4.04,W1D1L2,2.09,,,Juventus,Serie A,,SofaScore,12:00
,W1D1L2,1.52,,,Dortmund,,,2025-04-20,3.77,W5D2L3,3.68,,,Bayern Munich,Bundesliga,,SofaScore,14:00
,W4D1L2,2.02,,,Leverkusen,,,2025-04-20,2.37,W4D1L3,3.72,,,Leipzig,Bundesliga,,SofaScore,14:00
,W2D0L2,3.57,,,Marseille,,,2025-04-20,3.21,W3D2L0,1.58,,,PSG,Ligue 1,,SofaScore,13:00
,W1D1L3,1.67,,,Monaco,,,2025-04-20,4.0,W2D2L0,3.05,,,Lyon,Ligue 1,,SofaScore,21:00
,W2D2L3,2.24,,,Liverpool,,,2025-04-21,4.72,W3D1L1,1.79,,,Manchester City,Premier League,,SofaScore,18:00
,W5D2L1,1.78,,,Arsenal,,,2025-04-21,4.84,W5D1L0,3.46,,,Chelsea,Premier League,,SofaScore,17:00
,W2D1L2,3.47,,,Barcelona,,,2025-04-21,3.48,W4D1L0,3.92,,,Real Madrid,La Liga,,SofaScore,20:00
,W5D1L0,2.76,,,Sevilla,,,2025-04-21,2.5,W3D0L0,2.63,,,Atletico Madrid,La Liga,,SofaScore,20:00
,W4D2L1,3.49,,,Milan,,,2025-04-21,3.15,W4D0L0,3.26,,,Inter,Serie A,,SofaScore,12:00
,W4D2L3,2.48,,,Napoli,,,2025-04-21,2.78,W1D2L2,1.85,,,Juventus,Serie A,,SofaScore,20:00
,W4D0L0,3.52,,,Dortmund,,,2025-04-21,2.72,W1D1L0,2.34,,,Bayern Munich,Bundesliga,,SofaScore,18:00
,W2D1L3,1.58,,,Leverkusen,,,2025-04-21,4.27,W5D2L2,2.39,,,Leipzig,Bundesliga,,SofaScore,16:00
,W1D0L0,2.94,,,Marseille,,,2025-04-21,4.57,W1D1L3,3.9,,,PSG,Ligue 1,,SofaScore,20:00
,W4D2L1,3.07,,,Monaco,,,2025-04-21,3.93,W3D1L2,3.23,,,Lyon,Ligue 1,,SofaScore,15:00
,W5D0L0,1.97,,,Liverpool,,,2025-04-22,4.95,W1D0L2,3.62,,,Manchester City,Premier League,,SofaScore,15:00
,W3D1L0,1.54,,,Arsenal,,,2025-04-22,4.58,W3D2L0,1.72,,,Chelsea,Premier League,,SofaScore,18:00
,W1D2L0,3.44,,,Barcelona,,,2025-04-22,2.29,W4D1L0,2.55,,,Real Madrid,La Liga,,SofaScore,12:00
,W1D0L1,2.81,,,Sevilla,,,2025-04-22,2.72,W5D0L2,2.76,,,Atletico Madrid,La Liga,,SofaScore,12:00
,W1D0L3,2.26,,,Milan,,,2025-04-22,2.76,W5D0L2,2.14,,,Inter,Serie A,,SofaScore,21:00
,W5D2L0,2.73,,,Napoli,,,2025-04-22,3.73,W4D0L3,3.72,,,Juventus,Serie A,,SofaScore,18:00
,W3D2L2,3.71,,,Dortmund,,,2025-04-22,3.24,W1D0L1,3.71,,,Bayern Munich,Bundesliga,,SofaScore,12:00
,W5D0L1,2.88,,,Leverkusen,,,2025-04-22,4.17,W1D0L3,3.41,,,Leipzig,Bundesliga,,SofaScore,19:00
,W1D2L1,3.58,,,Marseille,,,2025-04-22,2.77,W4D0L0,2.02,,,PSG,Ligue 1,,SofaScore,13:00
,W3D0L1,2.22,,,Monaco,,,2025-04-22,3.71,W2D0L2,1.62,,,Lyon,Ligue 1,,SofaScore,12:00
,W4D2L2,1.58,,,Liverpool,,,2025-04-23,4.06,W1D0L0,2.4,,,Manchester City,Premier League,,SofaScore,17:00
,W4D2L0,3.3,,,Arsenal,,,2025-04-23,2.8,W3D1L3,1.7,,,Chelsea,Premier League,,SofaScore,14:00
,W3D2L2,3.77,,,Barcelona,,,2025-04-23,2.24,W4D1L1,1.69,,,Real Madrid,La Liga,,SofaScore,21:00
,W1D2L2,3.75,,,Sevilla,,,2025-04-23,3.79,W1D0L0,3.88,,,Atletico Madrid,La Liga,,SofaScore,15:00
,W1D1L3,2.71,,,Milan,,,2025-04-23,4.28,W5D1L2,3.56,,,Inter,Serie A,,SofaScore,21:00
,W4D1L3,2.76,,,Napoli,,,2025-04-23,2.64,W3D2L2,3.16,,,Juventus,Serie A,,SofaScore,12:00
,W5D1L3,2.03,,,Dortmund,,,2025-04-23,3.77,W5D2L3,2.99,,,Bayern Munich,Bundesliga,,SofaScore,17:00
,W3D1L1,2.02,,,Leverkusen,,,2025-04-23,3.21,W2D0L3,2.01,,,Leipzig,Bundesliga,,SofaScore,20:00
,W3D0L2,3.55,,,Marseille,,,2025-04-23,2.05,W1D1L0,2.79,,,PSG,Ligue 1,,SofaScore,18:00
,W5D1L0,1.81,,,Monaco,,,2025-04-23,2.3,W2D0L3,2.37,,,Lyon,Ligue 1,,SofaScore,14:00
,W2D1L1,2.44,,,Liverpool,,,2025-04-24,2.79,W5D1L3,2.14,,,Manchester City,Premier League,,SofaScore,15:00
,W5D2L0,2.69,,,Arsenal,,,2025-04-24,2.82,W2D2L0,2.55,,,Chelsea,Premier League,,SofaScore,18:00
,W5D2L2,2.87,,,Barcelona,,,2025-04-24,2.71,W4D1L1,3.66,,,Real Madrid,La Liga,,SofaScore,13:00
,W3D0L1,3.85,,,Sevilla,,,2025-04-24,2.06,W1D0L1,3.51,,,Atletico Madrid,La Liga,,SofaScore,14:00
,W3D0L0,3.94,,,Milan,,,2025-04-24,2.53,W3D1L0,2.22,,,Inter,Serie A,,SofaScore,20:00
,W4D1L0,3.06,,,Napoli,,,2025-04-24,4.42,W3D0L1,2.39,,,Juventus,Serie A,,SofaScore,18:00
,W1D1L2,3.63,,,Dortmund,,,2025-04-24,4.31,W2D0L1,1.68,,,Bayern Munich,Bundesliga,,SofaScore,19:00
,W4D0L2,2.4,,,Leverkusen,,,2025-04-24,4.94,W4D0L3,3.17,,,Leipzig,Bundesliga,,SofaScore,20:00
,W3D2L1,3.54,,,Marseille,,,2025-04-24,4.61,W2D0L3,3.57,,,PSG,Ligue 1,,SofaScore,21:00
,W1D2L0,1.79,,,Monaco,,,2025-04-24,2.43,W3D1L1,2.51,,,Lyon,Ligue 1,,SofaScore,15:00
,W1D2L1,1.98,,,Liverpool,,,2025-04-25,4.55,W1D2L3,3.67,,,Manchester City,Premier League,,SofaScore,20:00
,W3D1L1,2.22,,,Arsenal,,,2025-04-25,4.61,W2D2L1,3.83,,,Chelsea,Premier League,,SofaScore,13:00
,W4D2L2,2.09,,,Barcelona,,,2025-04-25,4.14,W1D0L0,2.33,,,Real Madrid,La Liga,,SofaScore,14:00
,W1D0L0,1.51,,,Sevilla,,,2025-04-25,4.05,W1D2L3,2.51,,,Atletico Madrid,La Liga,,SofaScore,16:00
,W2D1L0,3.37,,,Milan,,,2025-04-25,4.3,W3D0L0,2.5,,,Inter,Serie A,,SofaScore,16:00
,W3D2L2,3.74,,,Napoli,,,2025-04-25,4.24,W2D0L3,2.7,,,Juventus,Serie A,,SofaScore,12:00
,W5D1L2,2.03,,,Dortmund,,,2025-04-25,2.83,W3D0L1,2.04,,,Bayern Munich,Bundesliga,,SofaScore,12:00
,W2D2L2,3.39,,,Leverkusen,,,2025-04-25,2.43,W2D1L1,1.81,,,Leipzig,Bundesliga,,SofaScore,14:00
,W1D2L0,2.84,,,Marseille,,,2025-04-25,4.3,W2D1L3,1.68,,,PSG,Ligue 1,,SofaScore,15:00
,W2D0L1,2.92,,,Monaco,,,2025-04-25,3.34,W2D0L0,1.68,,,Lyon,Ligue 1,,SofaScore,18:00
,,2.07,,,Feyenoord,,,2025-04-21,3.38,,2.47,,,AZ Alkmaar,Eredivisie,,FlashScore,12:00
,,3.82,,,NYCFC,,,2025-04-24,4.92,,1.54,,,LA Galaxy,MLS,,FlashScore,20:00
,,3.11,,,Sporting CP,,,2025-04-25,4.58,,1.71,,,Vitoria,Primeira Liga,,FlashScore,13:00
,,3.24,,,Hearts,,,2025-04-22,2.19,,2.07,,,Rangers,Scottish Premiership,,FlashScore,13:00
,,1.98,,,Bayern Munich,,,2025-04-26,4.08,,3.63,,,Frankfurt,Bundesliga,,FlashScore,12:00
,,3.16,,,Guimaraes,,,2025-04-19,2.57,,2.02,,,Sporting CP,Primeira Liga,,FlashScore,19:00
,,2.67,,,PSG,,,2025-04-20,2.87,,1.93,,,Lyon,Ligue 1,,FlashScore,19:00
,,1.66,,,Vitoria,,,2025-04-20,2.13,,3.67,,,Porto,Primeira Liga,,FlashScore,21:00
,,2.57,,,Wolfsburg,,,2025-04-24,4.1,,2.6,,,Dortmund,Bundesliga,,FlashScore,19:00
,,3.89,,,Seattle Sounders,,,2025-04-20,4.42,,2.96,,,Atlanta United,MLS,,FlashScore,15:00
,,2.8,,,Arsenal,,,2025-04-24,2.31,,1.94,,,Liverpool,Premier League,,FlashScore,15:00
,,2.4,,,Manchester United,,,2025-04-21,3.74,,2.3,,,Chelsea,Premier League,,FlashScore,21:00
,,3.66,,,Inter Miami,,,2025-04-19,3.18,,2.81,,,Atlanta United,MLS,,FlashScore,16:00
,,2.92,,,Bayern Munich,,,2025-04-19,4.79,,3.99,,,Leverkusen,Bundesliga,,FlashScore,18:00
,,2.66,,,Real Sociedad,,,2025-04-23,3.13,,1.62,,,Real Madrid,La Liga,,FlashScore,13:00
,,3.7,,,Monaco,,,2025-04-21,3.97,,3.03,,,PSG,Ligue 1,,FlashScore,19:00
,,2.47,,,Manchester City,,,2025-04-19,4.87,,3.23,,,Arsenal,Premier League,,FlashScore,14:00
,,2.29,,,Inter Miami,,,2025-04-21,2.85,,3.62,,,Atlanta United,MLS,,FlashScore,17:00
,,1.86,,,Sevilla,,,2025-04-20,3.22,,3.59,,,Villarreal,La Liga,,FlashScore,21:00
,,3.9,,,Marseille,,,2025-04-23,4.59,,1.99,,,Lille,Ligue 1,,FlashScore,20:00
,,2.7,,,Marseille,,,2025-04-24,2.77,,3.98,,,Lille,Ligue 1,,FlashScore,17:00
,,2.75,,,Burnley,,,2025-04-21,3.45,,3.91,,,Watford,Championship,,FlashScore,13:00
,,1.6,,,Leverkusen,,,2025-04-19,4.32,,1.75,,,Wolfsburg,Bundesliga,,FlashScore,15:00
,,1.84,,,Seattle Sounders,,,2025-04-19,2.7,,2.12,,,Toronto FC,MLS,,FlashScore,20:00
,,3.63,,,Twente,,,2025-04-20,3.53,,3.9,,,Ajax,Eredivisie,,FlashScore,13:00
,,2.08,,,Middlesbrough,,,2025-04-20,3.69,,1.71,,,Burnley,Championship,,FlashScore,12:00
,,1.98,,,Lille,,,2025-04-21,2.55,,1.69,,,Lyon,Ligue 1,,FlashScore,16:00
,,2.3,,,Inter,,,2025-04-26,2.07,,1.92,,,Juventus,Serie A,,FlashScore,13:00
,,2.36,,,Arsenal,,,2025-04-19,2.55,,3.53,,,Manchester City,Premier League,,FlashScore,12:00
,,2.47,,,Chelsea,,,2025-04-23,2.37,,2.61,,,Liverpool,Premier League,,FlashScore,19:00
,,2.97,,,Wolfsburg,,,2025-04-26,4.25,,2.5,,,Frankfurt,Bundesliga,,FlashScore,15:00
,,2.63,,,Barcelona,,,2025-04-19,3.12,,3.8,,,Atletico Madrid,La Liga,,FlashScore,17:00
,,3.2,,,Hibernian,,,2025-04-25,3.06,,3.14,,,Celtic,Scottish Premiership,,FlashScore,16:00
,,1.51,,,Real Madrid,,,2025-04-25,4.01,,3.22,,,Sevilla,La Liga,,FlashScore,14:00
,,1.76,,,Toronto FC,,,2025-04-24,2.45,,2.73,,,LA Galaxy,MLS,,FlashScore,19:00
,,3.86,,,Utrecht,,,2025-04-20,4.76,,2.26,,,AZ Alkmaar,Eredivisie,,FlashScore,18:00
,,3.69,,,Utrecht,,,2025-04-20,2.16,,2.61,,,AZ Alkmaar,Eredivisie,,FlashScore,17:00
,,1.97,,,Hibernian,,,2025-04-24,4.29,,3.98,,,Aberdeen,Scottish Premiership,,FlashScore,17:00
,,2.92,,,Atletico Madrid,,,2025-04-26,2.61,,3.66,,,Real Sociedad,La Liga,,FlashScore,12:00
,,2.38,,,Wolfsburg,,,2025-04-20,3.93,,2.15,,,Leipzig,Bundesliga,,FlashScore,17:00
,W1D2L1,2.32,58%,6,Napoli,,,2025-04-25,2.03,W5D2L1,3.9,41%,12,Milan,Serie A,,FootyStats,20:00
,W4D0L0,3.58,44%,6,Arsenal,,,2025-04-19,3.55,W1D0L0,3.71,51%,19,Manchester City,Premier League,,FootyStats,19:00
,W3D2L2,2.45,42%,8,Atlanta United,,,2025-04-25,2.85,W4D1L0,2.79,41%,5,Seattle Sounders,MLS,,FootyStats,15:00
,W1D1L2,2.34,40%,12,Manchester City,,,2025-04-24,3.5,W2D2L3,2.91,58%,11,Arsenal,Premier League,,FootyStats,15:00
,W4D0L0,1.78,47%,17,Guimaraes,,,2025-04-19,4.5,W1D1L0,3.66,58%,7,Sporting CP,Primeira Liga,,FootyStats,17:00
,W4D2L0,1.72,52%,6,PSV,,,2025-04-20,2.71,W3D2L1,3.81,54%,14,AZ Alkmaar,Eredivisie,,FootyStats,21:00
,W1D1L0,1.55,44%,7,Seattle Sounders,,,2025-04-19,2.5,W2D2L3,2.23,55%,15,Inter Miami,MLS,,FootyStats,19:00
,W2D1L0,3.03,44%,11,Frankfurt,,,2025-04-24,4.45,W5D0L1,1.69,50%,17,Wolfsburg,Bundesliga,,FootyStats,17:00
,W3D2L1,1.86,46%,7,Sevilla,,,2025-04-19,3.18,W3D1L2,3.59,50%,9,Barcelona,La Liga,,FootyStats,15:00
,W4D1L0,3.31,56%,11,Leverkusen,,,2025-04-26,2.12,W5D2L0,2.39,49%,11,Wolfsburg,Bundesliga,,FootyStats,12:00
,W5D2L2,3.38,40%,11,Burnley,,,2025-04-26,3.46,W3D1L0,2.84,48%,10,Sheffield United,Championship,,FootyStats,14:00
,W2D1L3,3.41,59%,9,Manchester City,,,2025-04-21,4.3,W5D1L0,2.38,55%,12,Liverpool,Premier League,,FootyStats,16:00
,W3D0L2,2.3,46%,11,Chelsea,,,2025-04-21,2.26,W1D1L0,2.65,41%,17,Arsenal,Premier League,,FootyStats,17:00
,W5D2L2,1.95,54%,20,Benfica,,,2025-04-23,2.07,W4D1L3,2.97,53%,12,Porto,Primeira Liga,,FootyStats,19:00
,W2D1L1,1.62,59%,5,Braga,,,2025-04-19,4.13,W1D0L2,2.13,47%,10,Guimaraes,Primeira Liga,,FootyStats,20:00
,W5D1L3,3.16,46%,7,Sporting CP,,,2025-04-22,2.9,W5D2L0,2.69,59%,11,Guimaraes,Primeira Liga,,FootyStats,12:00
,W2D0L0,2.7,49%,8,Rangers,,,2025-04-21,2.0,W1D1L0,2.45,55%,8,Hearts,Scottish Premiership,,FootyStats,13:00
,W5D1L1,2.27,46%,20,Benfica,,,2025-04-23,2.16,W2D2L2,2.91,54%,8,Vitoria,Primeira Liga,,FootyStats,16:00
,W2D2L1,3.26,49%,6,Lille,,,2025-04-21,3.2,W4D0L2,2.6,56%,11,PSG,Ligue 1,,FootyStats,14:00
,W2D2L1,1.85,49%,5,Dortmund,,,2025-04-20,4.54,W1D0L3,3.13,54%,10,Leipzig,Bundesliga,,FootyStats,21:00
,W1D1L2,3.78,40%,9,Roma,,,2025-04-26,2.09,W5D0L2,3.09,42%,11,Napoli,Serie A,,FootyStats,13:00
,W3D0L3,2.19,49%,7,Ajax,,,2025-04-26,2.46,W4D0L0,3.82,57%,12,AZ Alkmaar,Eredivisie,,FootyStats,17:00
,W3D0L2,2.46,56%,5,Milan,,,2025-04-23,4.51,W1D1L3,2.52,49%,8,Inter,Serie A,,FootyStats,13:00
,W1D1L1,2.53,51%,9,Toronto FC,,,2025-04-19,2.17,W4D1L1,1.88,55%,17,Atlanta United,MLS,,FootyStats,18:00
,W4D2L3,2.29,54%,11,Atlanta United,,,2025-04-22,3.53,W4D2L1,2.66,48%,14,Inter Miami,MLS,,FootyStats,13:00
,W5D0L0,1.63,53%,6,Utrecht,,,2025-04-26,2.0,W3D1L2,3.23,54%,9,Feyenoord,Eredivisie,,WhoScored,12:00
,W4D0L0,1.71,50%,12,Manchester City,,,2025-04-24,2.67,W5D2L3,3.64,51%,6,Arsenal,Premier League,,WhoScored,12:00
,W4D1L2,2.5,49%,20,Atletico Madrid,,,2025-04-21,3.01,W3D1L3,3.1,50%,6,Villarreal,La Liga,,WhoScored,17:00
,W5D2L1,2.75,41%,15,Feyenoord,,,2025-04-21,2.81,W4D1L0,3.17,55%,6,Twente,Eredivisie,,WhoScored,12:00
,W2D0L3,2.26,48%,11,Sheffield United,,,2025-04-20,4.14,W2D0L2,3.16,49%,15,Norwich,Championship,,WhoScored,16:00
,W5D0L2,2.69,45%,19,Atletico Madrid,,,2025-04-19,2.67,W2D1L0,3.72,43%,13,Real Madrid,La Liga,,WhoScored,18:00
,W3D0L2,2.25,44%,15,Manchester United,,,2025-04-19,2.96,W3D1L0,2.66,60%,14,Manchester City,Premier League,,WhoScored,15:00
,W1D2L2,2.38,43%,7,Wolfsburg,,,2025-04-24,4.08,W3D2L2,2.06,51%,6,Dortmund,Bundesliga,,WhoScored,21:00
,W3D0L3,2.67,41%,8,Sheffield United,,,2025-04-23,4.7,W5D1L1,2.51,54%,16,West Brom,Championship,,WhoScored,16:00
,W2D0L1,3.15,59%,11,Utrecht,,,2025-04-19,2.45,W4D1L2,2.97,44%,11,Ajax,Eredivisie,,WhoScored,14:00
,W1D2L2,2.24,48%,18,Seattle Sounders,,,2025-04-20,2.19,W3D2L2,3.85,55%,14,LA Galaxy,MLS,,WhoScored,20:00
,W2D2L3,2.11,45%,5,Sheffield United,,,2025-04-24,4.42,W2D2L3,3.12,42%,5,Burnley,Championship,,WhoScored,15:00
,W5D0L2,3.17,48%,17,Lazio,,,2025-04-22,3.63,W2D1L0,3.07,41%,18,Roma,Serie A,,WhoScored,15:00
,W1D0L3,3.43,44%,15,Watford,,,2025-04-26,4.61,W2D2L1,1.97,55%,20,Middlesbrough,Championship,,WhoScored,21:00
,W3D0L1,3.7,53%,8,Villarreal,,,2025-04-20,4.85,W5D0L0,3.45,45%,20,Real Sociedad,La Liga,,WhoScored,17:00
,W3D1L2,2.4,53%,10,AZ Alkmaar,,,2025-04-21,4.11,W2D0L2,2.8,54%,16,Ajax,Eredivisie,,WhoScored,18:00
,W2D0L3,2.79,49%,12,PSV,,,2025-04-23,2.53,W4D2L1,2.73,59%,19,Feyenoord,Eredivisie,,WhoScored,12:00
,W3D1L0,2.3,49%,20,Leverkusen,,,2025-04-22,4.61,W2D2L0,2.79,40%,20,Leipzig,Bundesliga,,WhoScored,21:00
,W1D0L0,3.0,60%,10,Chelsea,,,2025-04-26,3.48,W3D1L0,3.0,50%,10,Manchester United,Premier League,,WhoScored,18:00
,W4D1L3,3.96,47%,17,Celtic,,,2025-04-24,3.47,W5D2L2,1.8,45%,19,Aberdeen,Scottish Premiership,,WhoScored,21:00
,W2D2L0,3.92,54%,20,Norwich,,,2025-04-21,4.56,W3D2L1,2.52,56%,9,Sheffield United,Championship,,WhoScored,17:00
,W2D1L3,2.07,42%,5,Dortmund,,,2025-04-23,4.89,W3D0L1,3.66,47%,8,Wolfsburg,Bundesliga,,WhoScored,19:00
,W5D0L3,2.93,47%,6,Atlanta United,,,2025-04-19,2.97,W3D0L1,3.58,58%,11,Inter Miami,MLS,,WhoScored,12:00
,W2D0L3,3.71,53%,18,Sevilla,,,2025-04-19,3.41,W1D2L0,1.82,44%,7,Barcelona,La Liga,,WhoScored,21:00
,W2D1L0,3.19,50%,15,Inter Miami,,,2025-04-22,2.18,W4D1L2,2.22,57%,11,NYCFC,MLS,,WhoScored,19:00
,W4D1L1,3.21,40%,7,Manchester City,,,2025-04-19,3.32,W4D2L0,3.04,53%,7,Liverpool,Premier League,,WhoScored,12:00
,W1D1L3,1.63,48%,10,Atlanta United,,,2025-04-23,4.05,W4D1L3,3.83,58%,15,Toronto FC,MLS,,WhoScored,12:00
,W2D1L0,2.71,57%,14,Watford,,,2025-04-19,3.96,W3D0L0,3.59,57%,20,Middlesbrough,Championship,,WhoScored,17:00
,W2D0L3,2.36,42%,10,Dundee United,,,2025-04-24,4.8,W4D1L0,2.11,52%,11,Aberdeen,Scottish Premiership,,WhoScored,15:00
,W2D0L1,3.36,51%,17,Watford,,,2025-04-26,3.08,W1D2L3,2.6,40%,13,Norwich,Championship,,WhoScored,19:00
+0.5,,2.66,,,Villarreal,2.26,1.91,2025-04-19,3.67,,3.34,,,Real Sociedad,La Liga,2.13,OddsPortal,21:00
+0.5,,1.79,,,Monaco,1.78,2.15,2025-04-23,2.42,,3.78,,,Rennes,Ligue 1,1.9,OddsPortal,15:00
-0.5,,3.41,,,Leverkusen,2.37,1.65,2025-04-25,2.54,,3.42,,,Frankfurt,Bundesliga,1.57,OddsPortal,15:00
+2.0,,3.59,,,Guimaraes,1.82,2.0,2025-04-19,3.82,,2.18,,,Sporting CP,Primeira Liga,2.15,OddsPortal,15:00
+1.5,,2.57,,,Marseille,1.94,1.87,2025-04-23,3.31,,3.44,,,Monaco,Ligue 1,1.99,OddsPortal,19:00
-2.0,,2.44,,,Chelsea,1.83,1.8,2025-04-23,4.34,,3.66,,,Tottenham,Premier League,1.51,OddsPortal,20:00
+1.5,,2.04,,,Seattle Sounders,1.89,1.81,2025-04-25,2.24,,1.74,,,Atlanta United,MLS,1.91,OddsPortal,21:00
-1.0,,2.92,,,Toronto FC,1.86,1.54,2025-04-20,4.73,,2.42,,,Atlanta United,MLS,2.26,OddsPortal,19:00
-2.0,,3.03,,,Toronto FC,1.84,2.06,2025-04-25,2.67,,2.72,,,Atlanta United,MLS,1.84,OddsPortal,18:00
-1.5,,3.33,,,Leipzig,1.73,2.14,2025-04-24,2.37,,2.72,,,Bayern Munich,Bundesliga,1.96,OddsPortal,13:00
+2.0,,2.53,,,Chelsea,2.07,1.87,2025-04-23,2.7,,2.41,,,Manchester City,Premier League,2.18,OddsPortal,20:00
-1.5,,3.88,,,Manchester City,2.35,1.92,2025-04-22,3.95,,2.43,,,Manchester United,Premier League,2.14,OddsPortal,18:00
+2.0,,1.64,,,Tottenham,2.11,1.82,2025-04-19,3.25,,3.85,,,Chelsea,Premier League,1.94,OddsPortal,13:00
-1.5,,1.61,,,Leipzig,2.17,2.0,2025-04-22,4.41,,3.49,,,Frankfurt,Bundesliga,1.89,OddsPortal,12:00
-0.5,,3.37,,,Rangers,2.47,1.96,2025-04-19,3.39,,2.86,,,Hearts,Scottish Premiership,2.08,OddsPortal,14:00
-1.5,,1.55,,,West Brom,1.82,1.77,2025-04-22,4.86,,2.53,,,Sheffield United,Championship,2.42,OddsPortal,17:00
+1.0,,3.03,,,LA Galaxy,2.43,1.87,2025-04-25,4.25,,3.23,,,NYCFC,MLS,2.19,OddsPortal,21:00
+1.5,,3.25,,,Wolfsburg,2.4,1.96,2025-04-23,4.0,,3.95,,,Leverkusen,Bundesliga,2.46,OddsPortal,13:00
-2.0,,3.97,,,Atletico Madrid,1.87,1.78,2025-04-26,2.6,,2.07,,,Barcelona,La Liga,2.34,OddsPortal,12:00
+1.5,,1.87,,,Vitoria,2.04,1.75,2025-04-19,2.31,,3.13,,,Sporting CP,Primeira Liga,1.53,OddsPortal,18:00
+1.5,,2.41,,,Lille,2.16,2.02,2025-04-25,2.66,,3.19,,,Monaco,Ligue 1,2.42,OddsPortal,12:00
-1.0,,3.23,,,Lazio,2.27,1.51,2025-04-24,3.09,,2.82,,,Milan,Serie A,2.14,OddsPortal,13:00
+0.5,,1.68,,,Lille,2.18,1.93,2025-04-22,4.39,,2.43,,,Lyon,Ligue 1,2.34,OddsPortal,16:00
+1.0,,2.77,,,Real Madrid,1.8,1.62,2025-04-23,3.89,,1.99,,,Barcelona,La Liga,1.76,OddsPortal,12:00
+1.5,,2.1,,,Porto,2.29,1.99,2025-04-23,4.72,,1.55,,,Guimaraes,Primeira Liga,1.55,OddsPortal,13:00
-1.0,,2.27,,,Chelsea,1.99,1.59,2025-04-21,3.96,,3.31,,,Arsenal,Premier League,2.25,OddsPortal,15:00
-1.0,,1.76,,,NYCFC,2.45,2.1,2025-04-24,4.99,,1.84,,,LA Galaxy,MLS,1.83,OddsPortal,20:00
-1.5,,3.01,,,Lyon,2.13,2.03,2025-04-26,4.26,,2.7,,,Rennes,Ligue 1,1.72,OddsPortal,14:00
-0.5,,3.81,,,Frankfurt,2.03,1.88,2025-04-23,4.21,,2.44,,,Leverkusen,Bundesliga,2.32,OddsPortal,15:00
-1.5,,2.36,,,Lazio,1.95,2.13,2025-04-22,3.48,,2.82,,,Roma,Serie A,2.4,OddsPortal,19:00
-0.5,,2.73,,,Aberdeen,1.77,1.98,2025-04-22,3.66,,3.11,,,Celtic,Scottish Premiership,1.66,OddsPortal,18:00
-1.0,,3.94,,,Aberdeen,2.48,1.57,2025-04-25,4.47,,2.78,,,Hearts,Scottish Premiership,2.14,OddsPortal,20:00
-0.5,,3.98,,,PSG,1.77,1.72,2025-04-20,2.76,,2.6,,,Monaco,Ligue 1,1.51,OddsPortal,17:00
-1.5,,2.83,,,Marseille,2.18,2.14,2025-04-20,3.38,,2.41,,,Rennes,Ligue 1,2.21,OddsPortal,21:00
+2.0,,3.53,,,Aberdeen,1.79,1.68,2025-04-21,4.71,,2.09,,,Rangers,Scottish Premiership,2.11,OddsPortal,15:00
,,2.95,,,Dundee United,,,2025-04-25,4.88,,2.85,,,Aberdeen,Scottish Premiership,,FCTables,19:00
